Company,Model,Year,Reviewer,Date,Title,Rating,Review
maserati,ghibli,2014,Doug, 02/10/2016,Nice Car But Expected More,4,"The car is a beautiful design and it comes at a fair price point. However, at the same token, I expected a lot more for the price. I traded in a 2012 Merceds-Benz C300 4Matic and the Mercedes had more reliable features than the Maserati! And aside from the power of the Maserati, the performance of the Mercedes was comparable (and much less costly). 

I do hear a slight rattle at time in the front that of course the dealer can not replicate. Additionally, I hear a ""swooshing"" sound at all speeds (perhaps this is the Turbo intake but it is distracting and seems a bit odd to me. Dealer denies any issues found). By far the worst feature on the car is the Garmin navigation. It is horrible! It often just shuts off (very annoying when in the middle of finding where I am) and resets. Literally happens at least 4-5 times in a one hour trip. Never had a single time where it did not do this. Horrible. The Mercedes GPS - 100% reliable, 100% of the time. 

I understand most cars are going to this but the lack of a hard copy user manual is a bit frustrating. The Sirius radio also does not have as many available features as I had on the Mercedes. 

All that said, it is a head turner and I really like the design and it does not give me much trouble. Would I buy one again? Probably not, but again it is not a terrible car.
"
maserati,ghibli,2014,KED, 11/22/2017,THE BEST SOUNDING Chrysler you cant afford,3,"Pros: Sounds Great, Has Maserati badges, big trunk, decent front seats.. EVERYTHING else is a con. $11000 repair because a bolt on the sub-frame connector broke because the car is so low. $4800 brake and tire job. Ive had 4 alignments in less then a year. The customer service is brutal unless you pay out the ass for their premium customer service. I CANT WAIT for this lease to be end. It would take an INSANE deal for me to even entertain the thought of getting another Maserati and even at that it would only be the Levante. This is not a good everyday driver. The minute there are more than 2 people in the car it bottoms out when you hit a rock. The Front end constantly feels like its on ice skates. If you are willing to spend the money go for a German car OR even an import. Shoot I would go as far as saying get the Genesis 90 over this car.
"
maserati,ghibli,2014,csperling, 02/18/2014,I love the performance,4,"I love the sleek and sexy look of the car....performance is incredible and sound is amazing...it ends there...
...inside the vehicle you would not expect to find the following lack of quirks and lack of details from the manufacture; THOUGH HERE THEY ARE: constant rattles from the glove box, dashboard, rear doors, windows and
rear seats. Window seals inviting in the open road air in as you drive. The worst sound system I have ever had in any vehicle. Car floor mats which are of the lowest quality I have ever had.
The CHEAPES PAINT ""MICA' which scratches if you blow on the vehicle too hard.. 
Even with all of the above conditions, driving the vehicle is still a pleasure and an art.

 
 "
maserati,ghibli,2014,lordselkirk, 10/15/2014,My Favorite Car Ever,5,"We've had our Ghibli for over seven months now and absolutely love it!  It is everything we expected and more.  There has not been a single second we've regretted the purchase.

This car is just what we wanted - very sexy inside & out, very fast (easy to hit 100 without knowing it!), and very comfortable. The shape excites my eye, the leather smell excites my nose, and the sound excites my ears.  It is a joy to walk out to this car each day."
maserati,ghibli,2014,Alex, 08/22/2017,waste of my money,3,"I leased a Maserati Ghibli SQ4 in 2014.The first week this car developed electronic issues and I had to go to dealer few times and drive a loaner for 3 weeks to get it fixed.  The transmission stops at Reverse mode and does not go all the way to the Parking mode easily after you park your car, A few times car moved back caused dangerous situations for me.It was a recall on it but they could not fix it.The mirrors has a larger blind-spot area compare to other cars.Sound system and Bluetooth stops working sometimes and I have to turn the engine on and off to makes it work again and dealer did not find any solution for it.There was about 10 recalls on this car since 2015 and I had to make appointments to drop it off at dealer to fix it.It is very inconvenient if you have a busy day schedule to commit yourself to amount of services that this car requires.The loaner from Maserati while your car is in the dealer for repair or service is from car rental  companies and it is not even a Luxury car usually.The appointments to fix this car was long and I had to drive my other car in between when there was a major problem with this car. For example the engine oil pressure light went on and the the dealer was booked for the next 2 weeks and I had to drive my other car meanwhile .Very disappointed with Maserati and I do not recommend this car.
"
maserati,ghibli,2014,jay, 12/11/2019,"looks great, sounds good but quality .....",1,"bought the SQ4 with 20k miles on it, loved it, took good care of it, did all the service. the car looks really nice and sounds great, decent amount of power actually pretty good in snow BUT I owned the car for about a year put on around 10k miles on it, didn't abuse it or redline it much, every month or two something breaks on the damn car, some things like A/C don't work due to a tiny leak, the build in sub for the sound system rattles like crazy, burns oil like crazy (dealer told me it was normal? yeah right), nav system freezes and glitches, some times the screen just won't turn on, steering wheel clicks when turning and the thing that made me get rid of the car was valve train issue, hear a metal on metal sound that match the rev, pulled the oil filter and saw shiny metals in oil, was told warranty was over 2 weeks before this and it would need a new engine at 30k miles. I love the car even with the small issues but new engine at 30k made me give up on the car.
"
maserati,ghibli,2014,pluther, 12/02/2013,Ghibli SQ4,4,"Purchased the Ghibli SQ4 after being a BMW 5 series driver for over a decade.
There are so many
BMW's on the road now that they are just not that unique anymore.
The Ghibli seemed like a very unique option and I am overall very pleased.
 I only have 500 miles on the car but it has been a lot of fun.
The Ghibli is not a luxury car...it's a true sports car that is built do drive.
It has a firm ride (which I love) and it's pretty noisy compared to BMW or Mercedes but that's what I wanted.
It's handling and exhaust are second to none in this class...really awesome.
The paddle shifters work terrific and shift instantly unlike many competitors.
The car design is beautiful!"
maserati,ghibli,2014,Olliesimone, 03/11/2017,Chryslerati.....no thanks,1,"German cars are in a different galaxy.  An m5 or S6 humiliates this car. Heck I have an x5 diesel that Drives waaay better than this. A supper laggy throttle, Parts from the Chrysler parts bin throughout the poorest stereo of any car I have ever been in this includes a rented Nissan Versa ( worst car ever built) etc etc.  I dumped this thing after 4000 miles. Chrysler running the show is a huge mistake for this iconic brand. Stay far away and until they make a sea change in the design and approach just stick with a German brand.
"
maserati,ghibli,2014,Eve5150, 08/02/2017,Great luxury car at a class above for great price!,5,"Breaks squeaking at a close to stop is common w these cars. Other Han that I have lived every minute of owing my new- used vehicle. Everything I expected and more!!!!!
"
maserati,ghibli,2014,Tincho45, 07/20/2019,what did we expect?,4,"I bought a used Ghibli sq4 with 28k+. Apart from the Nav system and the sound, yes it lets you down for quality and ""luxury"". I have not had a problem with it. Yes it is pretty low, not suitable for cities roads with a great amount of pot holes, suspension travel is limited. The looks are great, the tan interior is wonderful. The power band in ""ICE"" mode  is not the greatest. Things start to change dramatically in manual or sport mode, the electric steering has a little ""hole"" in the middle of going left or right, but it gets stiffer in the sport mode, as expected. If you are looking for a confortable smooth ride, hardly no noise from the road, etc, then yes go for a mb or bmw with a higher ride Hight, bigger profile tires etc. I love it.... mop reported limp mode from transmission or any other problems that I could find after spending 1 hr inspecting it before purchase on a lift and then on a 10 minute dirve. 
"
maserati,ghibli,2014,David, 02/16/2020,Italian Beauty,4,"Did a ton of research before purchasing used 2014 Ghibli with 70k miles.  So far car has been great and I'm not sure why there was so many negative reviews.  I like the fit and finish, car is solid but weighs ~5500 lbs.  Great exhaust sound and  a joy to take on long trips.  Only negatives - entertainment system lights are too bright at night and backup camera image is grainy.
"
maserati,ghibli,2014,unhappy, 07/28/2016,not a good car,3,"The worst when it comes to how low it is. It scrapes everything and then we are required to pay for the fixes.  It must be raised!  Car is shop constantly.  Not a safe car!
"
maserati,ghibli,2014,happy1147, 05/12/2014,Man what a car!!,4,I love my car. Fast and handles well on WV roads. Makes my Corvette look like family sedan. Great performance and an eye pleaser especially when my blonde wife drives it. Made a few Camaro and Mustang believers when the old man leaves them in the breeze. Go Trident!!
maserati,ghibli,2014,Joe D, 03/13/2016,A real looker!,5,"Just go for test drive. That's all I have to say. I have  ( 2014 Q4 )
"
maserati,ghibli,2015,Jon Peterson, 09/15/2015,Ghibli/Ferrari!,5,"The car magazine guys are crazy . This is a great car. for the price of a 5 series or  boring E class you get an all wheel drive Ferrari powered car and you can pre-pay for all service costs for 4 years for less than $2000.00. People complain about Chrysler parts ... but they don't call these same parts Chrysler when the see them in a Mercedes! (most modern Chrysler stuff is from when Mercedes owned them) Certified deals are out there making it an even better choice (5 year 100,000 mile certified warranty). When in Manual setting it STAYS in gear . When in Sport the engine sound is as good as it gets. Drama + head turning + Ferrari ... this car has a soul... go drive one! Ferrari engine built on a Mercedes/Chrysler block .. Italian style ... American electronics that work .. German 8 speed manu/matic transmission... what is not to like?
"
maserati,ghibli,2015,Danny Forge, 03/06/2016,Maserati Ghibili S Q4; It's That Car You Will Love,5,"The new Maserati Ghibili S Q4 will have you taking rides that you normally would not take. It is Q4 quick, handling is fantastic and the interior is plain but elegant. Many will notice this is not the typical everyday Mercedes that are all too common. Many will notice this the Ghibili is packing some power simply at start-up. Many will also like to go for a ride. I really like the trunk space! The lines are unequivocally unmatched with a simply beautiful paint job that was meant to last. The wheels are sweet and the stagger is perfect. Now, for the just ok. The stereo needs aftermarket help and the gas mileage is not that great. Anyhow, go drive one and get to know it! The Maserati Ghibili and I think you will find that it really is a car that you will love.

I put in a 10"" JL sub and amp. Lots of cutting but came out fantastic.

UPDATE:  after owning this car for a couple years now I've put a set of Michelin 3+ and the ride even better than it was before !  I am very pleased with my purchase and happy I did not buy an Audi, Mercedes or BMW.

UPDATE:  The more I drive this car the more enjoyable it has become.  There is nothing new to report. I am pleased with my choice over the other noted above.
"
maserati,ghibli,2015,TBayFlorida, 05/22/2016,Extremely happy with our 2016 Gibli S,5,"While our GHIBLI S may be at the low end of available Maserati's, this vehicle is as much fun to drive as any vehicle we might have considered within our budget and by fun, I mean not only a sexy eye catching style inside and out, but a head turning beauty that wakes-up lookers with a sporty roar from those quad pipes which competing vehicles just can't match, all with a comfort that makes my wife and I smile ear to ear with every mile we drive.  In our younger years, we've had a brand new Corvette and some Mercedes too, including a 560 SL, all of which we have grown tired of over time.  We briefly considered a BMW, but it seems nearly every college kid has one now or at least a friend who does and quite frankly, there are so many BMW's on the road today, they  are even becoming boring to the eye.  So, this time, while we had our eye on the upcomming re-styled 2017 Porche Panamera, we just got tired of waiting and found ourselves attracted to the Maserati Gibli.  Not only did we save some cash, but we are convinced we made the right choice when chossing the GIBLI S instead of the Panamera.  We just took our first long distance road trip (about 2500 miles) and we probably received more compliments about our Maserati in a week, than in a lifetime of driving other vehicles, because it is simply the nicest vehicle we've ever had.  We love ours!!!
"
maserati,ghibli,2015,Paolo, 09/04/2015,Perfect balance between a smooth and sporty ride,5,"If your priority is a very smooth ride there might be other good choices, however, if you (like me...) actually also enjoy driving,  this is a GREAT choice.  I agree with some criticism about the interior, a few marginal features could have be done better, but overall I tested many other cars in this class and no one came close to offer the same emotions and pleasure.   

Update: after 36 months still very happy and deeply in love with this car !!  Best vehicle I ever (& proudly) owned.
"
maserati,ghibli,2015,Romolo Battisti, 09/21/2015,Stop vile excuses !,5,"Before I bought my 2015 S Q4 I was very concerned reading reviews with some level of criticisms for this car.  At the same time I was also very intrigued by other very positive reviews and comments. It looks like objectivity is not a parameter commonly used to review the Ghibli !   So.... I tested (test drive) against other upscale cars I was interested in and decide to buy the Ghibli based on my own taste and driving experience. As of today I am sooooo glad....    Yes, objectively, there are aspects that needs improvement (gear paddle, belt locking mechanism easier to reach, quality of audio system) but compared to the car style (class on its own), the performances and (sublime) handling these are just minor issues (or vile excuses for a few detractors).    I have only 1200 miles on the car and cannot completely  assess the reliability, but as far as brake,  handling and overall performance (these not subjective...)  I really cannot (logically) explain negative comments in those areas, go figure !
"
maserati,ghibli,2015,will, 04/25/2016,One of the best I have driven,4,"I really love the way this car drives. It is very comfortable.  I have the sport suspension and it really is about perfect. The engine is really spectacular.  I have read some reviews that mentioned that it did have to build boost,  I can sometimes feel the hesitation when starting from a stop.  It has incredible acceleration.  The exhaust sounds fantastic.  
My main complaint in this car is the stereo.  It just really does not sound that great.  The infotainment system works really well.  I have read where some critics have blasted using the same system from a Jeep Grand Cherokee,  but I think it is one of the best I have seen.  It is very easy to use.
My last complain is the parking sensors.  It would be nice to have a switch to toggle it on and off. 
The car really looks good and I get tons of compliments.  I also think the interior is very nice.  The seats look and feel great.  If it weren't for the stereo,  I would say it was the best car I have owned.
"
maserati,ghibli,2015,Michael Harper, 03/02/2016,The Maserati Ghibili Is That Car!,5,"I have owned a Mercedes for over 10 years, test driven few of the new models and spoken to the mechanics a the Mercedes dealer. Why? Because once you own a Mercedes it is very hard to change to a different sedan much like Corvette owners. After testing the Maserati Ghibili, inspecting as much as possible with an eye for detail and speaking to mechanics, I have a feeling that some of the reviews on this car are written by the competition. I do not know this for sure but I have to tell you I have decided to make the switch to the Maserati S Q4. Here are my reasons. The power is flat out amazing. The exterior and interior is very unique and absolutely stunning. The leather and comfort in the front two seats is fantastic. My kids are happy in the back seats. The gauges are very easy to read and the handling is better that most in its class however the ride is a bit stiffer vs many of the Mercedes models but not by much. The trunk has quite a bit more room that you would think. The stereo needs work but I will get that straightened out somehow. The gas mileage is not great but with gas prices so low, I am fine with that for now. I wish I could speak toward the reliability of the Q4 but I can not at this time. One of the main decisions that I considered was that every day while driving I see soooo many Mercedes-Benz vehicles on the road that they have become a bit boring to look at. Anyhow, good luck on whatever you decide :)
"
maserati,ghibli,2015,PDurr, 01/19/2018,No real negatives!!,5,"Rear seat room, factory stereo and navigation screen are the ""cons"". It's really not meant for rear passenger's anyway...if you can get past those things, this a a premium sports/luxury vehicle that will turn heads at every turn!! Engine sound is superb!
"
maserati,ghibli,2015,Richard DeLoskey, PhD,Very nice luxury sports sedan,5,"I have owned this car for about 6 months and have driven it just under 6,000 miles.    I have driven a Porsche Panamera for about 120 miles.   Both cars are excellent and a blast to drive.  The Maserati Ghibli is not quite as responsive as the Porsche Panamera, but it has a softer ride and nicer interior.   The navigation is the best I have ever used, very user friendly; you don't have to read the intruction to use, it is that intuitive!!!!!   I do not understand the complaints by reviewers about the shared Chrysler knobs and similar navigation system.  None of the other manufacturers (Mercedes Benz, BMW, Audi, or Porsche) use significantly better knobs and most have less intuitive navigation systems that require one to at least read part of the instructions.  If your only compliant are the knobs and the easy-to-use navigation unit, then I would say, it is a great sports sedan.   I chose the Maserati Ghibli over the Porsche Panamera mainly because of the price for two very comparable cars;  these 2 luxury sports sedans stand out from the others in style and driving performance on windy roads.  Don't believe the reviews, drive it for yourself and experience the Ghibli or the Quatroporte.  If you like to drive spirited, then you will love the Maderati Ghibli, the Quatroporte Q4 and the Porsche Panamera 4/4S.  The others luxury sports sedans just aren't the same, even though they are nice, just not as exciting.
"
maserati,ghibli,2015,Carma Bekebrede Zarosinski, 06/16/2018,Be Still My Heart....,5,"I fell in love w/beautiful cars when I was about 7yrs old---I saw a Jaguar (now knowing it was a 1960's GType).  My love of unique & beautifully crafted & designed cars has remained --The 2015 MASERATI GHIBILI SQ4 AWD is a dream to drive and look at   Handling, road contact, braking, steering, and ""Get-up-n-GOOooo""  are Extraordinary, superlative, and just damn fun  My only complaint so far: People ALWAYS wanting to race!  But, I don't need to prove anything (else)...unless I am in the mood & compelled to school him/her 💕
"
maserati,ghibli,2015,BSP, 12/29/2018,Real nice Ckark,4,"Couldn’t be happier! I got a couple years old Mazaratii with 14,000 miles, looks brand new, that was like $78,000 sticker price, for what you can buy brand new lame car for that is boring and has no looks. My advise is keep looking for the nice low mile used cars, don’t pay that brand new sticker price for some car you don’t even really like that much! Happy Hunting bruthas!
"
maserati,ghibli,2015,Coldasballs, 01/30/2019,Ghibli SQ4 - Not meant for the cold!,3,"Have had my 2015 for two months. Have really loved it until WI was hit with the coldest snap in decades. The car had sat all day while at work. The car sat in 0 degrees temp all day. Struggled to start after work but did and I warmed it until the temp gauge began registering. Drove cautiously about 1/4 mile to daycare to pick up my 3yr old. We pulled away and then the car started sputtering and white smoke began to pour out the exhaust as I tried to keep it running. THEN it went dead. Deadly temperatures and a small child aboard! I began to panic. Hazards on and cars lined up behind me, I tried starting it. It came to life but continued to sputter and smoke. I was able to get to a near by parking lot. There it sat to be towed. We got an uber to the dealership and got a loaner to get home safely. This wasn’t th first sign she doesn’t like extreme cold. Earlier in the week the power steering light had come on until it warmed up thoroughly and the radio had started working intermittently. It’s a fun car but not meant for the cold. I’m undecided if I’m going to throw in the towel on her.
"
maserati,ghibli,2015,Vito Fontanelli, 11/10/2018,The Thorobred of saloons with a Ferrari engine,5,"You can tell the quality, tradition, elegance and style the moment you step in. The sound of the revving engine is an Italian aria, the body design stands out in comparison to any saloon on the road today. When I visited the factory I was amazed, it was like a surgical theatre with the assembly line technicians in white gloves working in complete silence. The history going back over a hundred years shows in the classic badge representing the Neptune fork of a great statue in the center of Bologna (the three prongs for the three Maserati brothers),the oval analogue clock, 9 international race victories in the 1930’ 40’ and 50’ . This marque is all about class and refined technology without compromise.
"
maserati,ghibli,2015,pun, 07/05/2016,"excellent, poor dealership earnhardtmaserati,",5,"recommend Scottsdale maserati
"
maserati,ghibli,2015,Alberto Arias, 12/12/2018,Elegant Look & Excellent Performance,5,"When I traded my 2011 C63 AMG, I wasn't sure what I was getting into. but after driving this vehicle for the last 7k miles, I've noticed how pleasurable and enjoyable it is to drive. The car is fast and response almost instantaneously during acceleration. the braking system is also very quick to reduce and bring the speed down. the car feels strong and very quiet at the same time. the sound of the engine through the exhaust pipes is just music for the ears of any car enthusiast. The elegance of the vehicle is a neck breaker. Definitely an eye catchy. I was very skeptical when I purchased this vehicle, but I can say today that I have the pleasure to experience owning this masterpiece. Elegant and Performance are not enough to describe this car..... Simply, Perfect!
"
maserati,ghibli,2015,Rich A. , 08/11/2019,With all the bad. Still best car in it's class!,5,"I have owed the Ghibli for a few years now. White/Cuoio (brown), all add on's (97k msrp)
Pros:
Sound, comfort, exclusive, power, column paddle shifters, stance, curves, front facia, quad exhaust tips, visibility, info screen, and much more. 
Cons:
After warranty expires, part expensive, maintenance is about avg $1500 a year, insurance is a bit high compare to BMW and Benz, If not daily driver don't buy it!, battery drains if it sits. mpg pretty crappy about 17 avg. is very low, so you cant get in everywhere, be careful.

Summary: you pay about more on cost of ownership, but the feeling when you drive it, is the best. And everyone looking at it enjoys it (sometimes hates it) as much as you do.  
"
maserati,ghibli,2015,Douglas W. Bush, 03/08/2020,Love it!,5,"I recently purchased a 2015 Ghibli S Q4, sapphire blue with Sabina interior and I absolutely love the interior, exterior, as well as all of the bells and whistles that this car has on it.  It drives amazingly well with traction and handling that makes the car comfortable for both city and highway.  I immediately had the windows tinted and the car ceramic coated to last for many years to come.  I also did my research and purchased a 5-year warranty should anything go wrong.  That’s how much I love and intend to keep this car.  The only drawback, and I still do not understand it, is just why the Maserati cars lose their value so quickly in spite of just how good they really are.  I highly recommend this car.
"
maserati,ghibli,2016,Guru, 08/11/2016,A Head Turner,5,"Once you have test driven, you are seduced into buying/leasing the car.  It is pure joy driving this car.  I sometimes drive the car with the sound system off just to hear the the marvelous exhaust sound.
"
maserati,ghibli,2016,Duane Lyons, 12/10/2019,Maserati Ghibli S,5,"Best used car bang for the buck in this class. Amazing car for the money if purchased used. Very stylish and comfortable. Very nice ride, braking, sound and steering. Try ""Sport Mode"" and enjoy the sound like no others in this class. No complaints from me. 
The Servicing at Maserati dealers is expensive. No worries. Just go to your local foreign car mechanic and save big. 
"
maserati,ghibli,2016,satch, 04/22/2016,Fun to drive!,4,"If you are thinking about Mercedes, Audi or BMW, etc, price range of $70k-100K,  and wants a fun to drive sports sedan,  then you got to consider Ghibli.    exhaust is loud(louder than Porsche 911), twin turbo V6(good gas mileage for sports car),   it is fun to drive. !!!    I highly recommend to test drive it.   Most dealer will give you great leasing options.     base model usually starts with $500/ month for 3 year lease.   I owned Audi A4 and A6 before,   this car is more beautiful, and fast!       Head turner as well.  Swooping Italian design, front grille with large Trident symbol gives it aggressive look.   If you want the high tech gadget car and comfortable seat for 5 with leg room, then its not for you.    This definitely is Italian sports car with 5 seats for $70k.!!!     Only negative is, auto insurance and maintenance fees are higher than other car in same price range.
"
maserati,ghibli,2016,Dan, 04/01/2017,Italian style & luxury surpasses the Germans,5,"The car is fast, luxurious, stylish and is an eye catcher that Germans cannot compete with. The engine is Ferrari and sounds fantastic! This is a wonderful car and feels like you are actually driving with passion!
"
maserati,ghibli,2016,Ammar kamel, 08/10/2017,Don't buy it,1,"It's been a year since I leased it. I visited the dealership 7-8 times because of a rattle noise in the rear door that they couldn't find out the problem and after all that they ordered a new door panel from the manufacturer. Recently, I heard a cracking noise in the engine. I took it again to the dealership and guess what!!!! They have to replace the engine!!!!! The car has been there for 25 days now and still not completed. I don't recommend Maserati at all.
"
maserati,ghibli,2016,Carol, 04/02/2016,Sexy car with a lot of power,5, 
maserati,ghibli,2016,Teresa Light, 02/10/2018,Outstanding to drive and own a 2016 Maserati Ghibl,5,"Truly a wonderful experience to drive  every time!
"
maserati,ghibli,2016,Todd Campbell, 01/18/2019,Bella,5,"This is a great car, great option over a BMW 5. Great engine, amazing exhaust, Comfortable up front. Rear tight but this is a sports “sedan.”  Had a few minor glitches, quickly fixed during the yearly service. Oh, the service. Well, this is a Maserati. $1100 oil change?  Check. Highly recommend. "
maserati,ghibli,2016,amusicdoc, 01/16/2020,16 pre owned Ghibli SQ4,5,"Bought it for a very reasonable price with 28k on it. The only problem I had is the battery failure which the dealer replaced at no charge within 2 days. The drive/performance and comfort of front seats are amazing. There is a true difference between Normal and Sport modes unlike other vehicles - be ready to handle the torque when it is in Sport. A friend of mine, who has a 17 MB sedan, told me after driving the Ghibli that my car was like playing a violin as he was driving it. I guess Maserati does sound close to Stradivari :) Do not settle for the average, test drive the Ghibli before you buy a German mediocre product does doesnt even turn heads any more..
"
